JQ710441	1369	6845	Nevskiaceae	Nevskia persephonica	JQ710440	1468	7340	Nevskiaceae	Nevskia aquatilis	6464.0	1369	22	22	1325	0.9836674090571641	0.9839298758217677	0.9678597516435354	0.9372444899093043	0.9443389
JQ710441	1369	6845	Nevskiaceae	Nevskia persephonica	AJ001010	1360	6800	Nevskiaceae	Nevskia ramosa	6361.0	1338	18	20	1299	0.9855842185128983	0.9865269461077845	0.9708520179372198	0.9436452504729024	0.9354412
JQ710441	1369	6845	Nevskiaceae	Nevskia persephonica	GQ845011	1461	7305	Nevskiaceae	Nevskia terrae	6487.0	1365	20	20	1326	0.9858736059479554	0.9853479853479854	0.9714285714285714	0.9433728726147499	0.94769907
JQ710441	1369	6845	Nevskiaceae	Nevskia persephonica	EF178286	1462	7310	Nevskiaceae	Nevskia soli	6503.0	1363	19	19	1327	0.9873511904761905	0.9860601614086574	0.9735876742479824	0.946817535592828	0.9500365
JQ710440	1468	7340	Nevskiaceae	Nevskia aquatilis	AJ001010	1360	6800	Nevskiaceae	Nevskia ramosa	6335.0	1363	37	40	1305	0.9863945578231292	0.9727941176470588	0.9574468085106383	0.9047872340425531	0.9316176
JQ710440	1468	7340	Nevskiaceae	Nevskia aquatilis	GQ845011	1461	7305	Nevskiaceae	Nevskia terrae	6752.0	1452	34	35	1392	0.9823570924488356	0.9765678842177808	0.9586776859504132	0.9141630423901317	0.9242984
JQ710440	1468	7340	Nevskiaceae	Nevskia aquatilis	EF178286	1462	7310	Nevskiaceae	Nevskia soli	6737.0	1450	38	39	1389	0.9844082211197732	0.9737750172532781	0.9579310344827586	0.9083606785317018	0.9216142
AJ001010	1360	6800	Nevskiaceae	Nevskia ramosa	GQ845011	1461	7305	Nevskiaceae	Nevskia terrae	6457.0	1360	18	16	1321	0.9828869047619048	0.9882352941176471	0.9713235294117647	0.9473576368137967	0.9495588
AJ001010	1360	6800	Nevskiaceae	Nevskia ramosa	EF178286	1462	7310	Nevskiaceae	Nevskia soli	6519.0	1360	18	16	1328	0.9880952380952381	0.9882352941176471	0.9764705882352941	0.9523776999914624	0.95867646
GQ845011	1461	7305	Nevskiaceae	Nevskia terrae	EF178286	1462	7310	Nevskiaceae	Nevskia soli	7097.0	1459	15	15	1436	0.9944598337950139	0.9897189856065799	0.9842357779300891	0.964203842151322	0.9715263
