D89067	1548	7740	Chlamydiaceae	Chlamydia trachomatis	D85701	1520	7600	Chlamydiaceae	Chlamydia felis	6964.0	1520	25	25	1447	0.9678929765886287	0.9835526315789473	0.9519736842105263	0.9211654743655255	0.9163158
D89067	1548	7740	Chlamydiaceae	Chlamydia trachomatis	U73110	1545	7725	Chlamydiaceae	Chlamydia suis	7431.0	1547	17	20	1511	0.9895219384413884	0.9889896373056994	0.9767291531997414	0.9536223893452718	0.9619417
D89067	1548	7740	Chlamydiaceae	Chlamydia trachomatis	D85709	1548	7740	Chlamydiaceae	Chlamydia abortus	7189.0	1548	27	27	1484	0.9756738987508218	0.9825581395348837	0.958656330749354	0.9257881136950904	0.9288114
D89067	1548	7740	Chlamydiaceae	Chlamydia trachomatis	D85718	1549	7745	Chlamydiaceae	Chlamydia muridarum	7543.0	1548	12	11	1525	0.9921925829538061	0.9928940568475452	0.9851421188630491	0.9706175876234017	0.9745478
D89067	1548	7740	Chlamydiaceae	Chlamydia trachomatis	GQ398026	1436	7180	Chlamydiaceae	Chlamydia gallinacea	6543.0	1438	33	35	1362	0.9707769066286529	0.9770194986072424	0.9471488178025035	0.9033649159598317	0.91128135
D89067	1548	7740	Chlamydiaceae	Chlamydia trachomatis	CP006571	1538	7690	Chlamydiaceae	Chlamydia avium	7070.0	1540	34	36	1466	0.9747340425531915	0.9778933680104032	0.951948051948052	0.9096123698410866	0.91937584
D85701	1520	7600	Chlamydiaceae	Chlamydia felis	U73110	1545	7725	Chlamydiaceae	Chlamydia suis	6887.0	1519	37	40	1435	0.9702501690331304	0.9755936675461742	0.9447004608294931	0.8979511449658227	0.9061842
D85701	1520	7600	Chlamydiaceae	Chlamydia felis	D85709	1548	7740	Chlamydiaceae	Chlamydia abortus	7383.0	1520	9	9	1495	0.9894109861019192	0.9940789473684211	0.9835526315789473	0.9719738563216411	0.97144735
D85701	1520	7600	Chlamydiaceae	Chlamydia felis	D85718	1549	7745	Chlamydiaceae	Chlamydia muridarum	7036.0	1520	18	17	1456	0.9687292082501663	0.9888157894736842	0.9578947368421052	0.9360960919854904	0.9257895
D85701	1520	7600	Chlamydiaceae	Chlamydia felis	GQ398026	1436	7180	Chlamydiaceae	Chlamydia gallinacea	6829.0	1438	14	16	1396	0.9817158931082982	0.9902506963788301	0.9707927677329624	0.950735065920298	0.9511142
D85701	1520	7600	Chlamydiaceae	Chlamydia felis	CP006571	1538	7690	Chlamydiaceae	Chlamydia avium	7195.0	1517	11	13	1472	0.9787234042553191	0.9927392739273927	0.970336189848385	0.9550953072853213	0.9467105
U73110	1545	7725	Chlamydiaceae	Chlamydia suis	D85709	1548	7740	Chlamydiaceae	Chlamydia abortus	7103.0	1544	45	42	1471	0.9793608521970706	0.9727979274611399	0.9527202072538861	0.9005574268693122	0.9194822
U73110	1545	7725	Chlamydiaceae	Chlamydia suis	D85718	1549	7745	Chlamydiaceae	Chlamydia muridarum	7473.0	1544	17	13	1516	0.9902024820378837	0.991580310880829	0.9818652849740933	0.962995356371132	0.9673786
U73110	1545	7725	Chlamydiaceae	Chlamydia suis	GQ398026	1436	7180	Chlamydiaceae	Chlamydia gallinacea	6504.0	1435	49	48	1355	0.976928622927181	0.9665505226480836	0.9442508710801394	0.8825309691294834	0.9058496
U73110	1545	7725	Chlamydiaceae	Chlamydia suis	CP006571	1538	7690	Chlamydiaceae	Chlamydia avium	7042.0	1537	44	43	1461	0.9779116465863453	0.9720234222511386	0.9505530253741054	0.898245553389572	0.9157347
D85709	1548	7740	Chlamydiaceae	Chlamydia abortus	D85718	1549	7745	Chlamydiaceae	Chlamydia muridarum	7242.0	1548	20	19	1491	0.9751471550032701	0.9877260981912145	0.9631782945736435	0.9392216915836102	0.93565893
D85709	1548	7740	Chlamydiaceae	Chlamydia abortus	GQ398026	1436	7180	Chlamydiaceae	Chlamydia gallinacea	6952.0	1438	9	11	1410	0.9880868955851436	0.9937325905292479	0.980528511821975	0.9669759408223623	0.96824515
D85709	1548	7740	Chlamydiaceae	Chlamydia abortus	CP006571	1538	7690	Chlamydiaceae	Chlamydia avium	7436.0	1540	10	12	1509	0.987565445026178	0.9934980494148244	0.9798701298701299	0.9659622957687474	0.9669701
D85718	1549	7745	Chlamydiaceae	Chlamydia muridarum	GQ398026	1436	7180	Chlamydiaceae	Chlamydia gallinacea	6599.0	1439	29	32	1369	0.9729921819474058	0.9798050139275766	0.95135510771369	0.9118233219026989	0.9190808
D85718	1549	7745	Chlamydiaceae	Chlamydia muridarum	CP006571	1538	7690	Chlamydiaceae	Chlamydia avium	7138.0	1541	25	28	1475	0.9748843357567746	0.9837451235370611	0.9571706683971447	0.9247760033747637	0.9282185
GQ398026	1436	7180	Chlamydiaceae	Chlamydia gallinacea	CP006571	1538	7690	Chlamydiaceae	Chlamydia avium	6978.0	1436	7	7	1413	0.9888033589923023	0.995125348189415	0.983983286908078	0.9744366715118804	0.9718663
