Y10772	1505	7495	Aerococcaceae	Facklamia hominis	AJ277381	1405	7025	Aerococcaceae	Facklamia miroungae	6603.0	1400	27	28	1352	0.9854227405247813	0.9807005003573981	0.9657142857142857	0.9284933426769446	0.9399288
Y10772	1505	7495	Aerococcaceae	Facklamia hominis	Y18053	1473	7347	Aerococcaceae	Facklamia languida	6961.0	1470	25	22	1423	0.9827348066298343	0.9850340136054422	0.9680272108843537	0.9375942484017018	0.94746155
Y10772	1505	7495	Aerococcaceae	Facklamia hominis	Y17312	1440	7200	Aerococcaceae	Facklamia sourekii	6359.0	1448	62	72	1340	0.9738372093023255	0.9568845618915159	0.925414364640884	0.8432915004939446	0.88319445
Y10772	1505	7495	Aerococcaceae	Facklamia hominis	Y17820	1502	7510	Aerococcaceae	Facklamia tabacinasalis	6750.0	1496	49	45	1410	0.9717436250861475	0.9699197860962567	0.9425133689839572	0.885169513524739	0.9006004
Y10772	1505	7495	Aerococcaceae	Facklamia hominis	Y15716	1409	7045	Aerococcaceae	Facklamia ignava	6304.0	1398	58	57	1315	0.9806114839671887	0.9592274678111588	0.9406294706723891	0.8663352473706551	0.894819
AJ277381	1405	7025	Aerococcaceae	Facklamia miroungae	Y18053	1473	7347	Aerococcaceae	Facklamia languida	6609.0	1391	17	15	1351	0.9818313953488372	0.9892163910855499	0.9712437095614666	0.949169988889615	0.9407829
AJ277381	1405	7025	Aerococcaceae	Facklamia miroungae	Y17312	1440	7200	Aerococcaceae	Facklamia sourekii	6200.0	1401	61	59	1307	0.973919523099851	0.9578872234118487	0.9329050678087081	0.8563328324208525	0.8825623
AJ277381	1405	7025	Aerococcaceae	Facklamia miroungae	Y17820	1502	7510	Aerococcaceae	Facklamia tabacinasalis	6374.0	1401	49	49	1327	0.981508875739645	0.9650249821556032	0.947180585296217	0.8831642422899899	0.907331
AJ277381	1405	7025	Aerococcaceae	Facklamia miroungae	Y15716	1409	7045	Aerococcaceae	Facklamia ignava	6355.0	1404	56	54	1326	0.9822222222222222	0.9615384615384616	0.9444444444444444	0.8732876712328768	0.9046263
Y18053	1473	7347	Aerococcaceae	Facklamia languida	Y17312	1440	7200	Aerococcaceae	Facklamia sourekii	6293.0	1429	59	58	1328	0.9686360320933625	0.9594121763470959	0.9293212036389084	0.8562495767398812	0.8740278
Y18053	1473	7347	Aerococcaceae	Facklamia languida	Y17820	1502	7510	Aerococcaceae	Facklamia tabacinasalis	6572.0	1473	54	53	1379	0.9711267605633803	0.9640190088255262	0.9361846571622539	0.8705842915326788	0.89451474
Y18053	1473	7347	Aerococcaceae	Facklamia languida	Y15716	1409	7045	Aerococcaceae	Facklamia ignava	6260.0	1392	54	54	1308	0.9775784753363229	0.9612068965517241	0.9396551724137931	0.8694734582916012	0.88857347
Y17312	1440	7200	Aerococcaceae	Facklamia sourekii	Y17820	1502	7510	Aerococcaceae	Facklamia tabacinasalis	6530.0	1440	44	44	1362	0.9756446991404012	0.9694444444444444	0.9458333333333333	0.8897461814914644	0.90694445
Y17312	1440	7200	Aerococcaceae	Facklamia sourekii	Y15716	1409	7045	Aerococcaceae	Facklamia ignava	6313.0	1402	47	47	1320	0.974169741697417	0.9664764621968617	0.9415121255349501	0.8804340442373068	0.8960965
Y17820	1502	7510	Aerococcaceae	Facklamia tabacinasalis	Y15716	1409	7045	Aerococcaceae	Facklamia ignava	6365.0	1400	48	46	1325	0.9785819793205317	0.9671428571428572	0.9464285714285714	0.8849891475927388	0.90347767
